식별자,유저 아이디,배송일,결제 수단,배송지,수취인,수취인 연락처
1,xowe1955,2023-06-04T15:00:00,CREDIT_OR_DEBIT_CARD,서울특별시 강남구,,
2,gkqv4219,2023-06-04T18:00:00,DIGITAL_WALLET,부산광역시 기장군,,
2,gkqv4219,2023-06-04T18:00:00,DIGITAL_WALLET,부산광역시 기장군,,
3,nzhd1631,2023-06-04T20:00:00,CREDIT_OR_DEBIT_CARD,대전광역시 서구,,
3,nzhd1631,2023-06-04T20:00:00,CREDIT_OR_DEBIT_CARD,대전광역시 서구,,
4,jpgk7531,2023-06-10T07:00:00,DIGITAL_WALLET,대전광역시 서구,,
5,bmdk4778,2023-06-10T08:00:00,DIGITAL_WALLET,서울특별시 동대문구,,
6,oehd8892,2023-06-10T09:00:00,DIGITAL_WALLET,경기도 용인시 처인구,,
7,vlsj4368,2023-06-10T11:00:00,DIGITAL_WALLET,부산광역시 동래구,,
8,mgeo0096,2023-06-10T12:00:00,DIGITAL_WALLET,부산광역시 부산진구,,
9,joie6557,2023-06-10T15:00:00,CREDIT_OR_DEBIT_CARD,경기도 성남시 수정구,,
10,yfww8503,2023-06-10T16:00:00,DIGITAL_WALLET,경기도 용인시 기흥구,,
11,swzo4540,2023-06-10T17:00:00,DIGITAL_WALLET,경기도 시흥시,,
12,ccfi2380,2023-06-12T15:00:00,CREDIT_OR_DEBIT_CARD,경기도 동두천시,,
12,ccfi2380,2023-06-12T15:00:00,CREDIT_OR_DEBIT_CARD,경기도 동두천시,,
12,ccfi2380,2023-06-12T15:00:00,CREDIT_OR_DEBIT_CARD,경기도 동두천시,,
13,ztyo5367,2023-06-15T07:00:00,DIGITAL_WALLET,서울특별시 광진구,,
14,tfqu3662,2023-06-15T08:00:00,DIGITAL_WALLET,대전광역시 유성구,,
15,bspx5820,2023-06-15T17:00:00,DIGITAL_WALLET,대구광역시 동구,,
16,grwm7726,2023-06-15T18:00:00,CREDIT_OR_DEBIT_CARD,대구광역시 수성구,,
17,vclx1289,2023-06-17T07:00:00,DIGITAL_WALLET,서울특별시 용산구,,
18,crgk8541,2023-06-17T10:00:00,DIGITAL_WALLET,부산광역시 동래구,,
19,lfjg2982,2023-06-17T15:00:00,DIGITAL_WALLET,경기도 수원시 장안구,,
20,npda2562,2023-06-17T16:00:00,CREDIT_OR_DEBIT_CARD,경기도 김포시,,
21,gglq1562,2023-06-17T18:00:00,CREDIT_OR_DEBIT_CARD,대전광역시 동구,,
22,uybq2356,2023-06-17T19:00:00,DIGITAL_WALLET,대전광역시 동구,,
23,zkir0285,2023-06-17T20:00:00,CREDIT_OR_DEBIT_CARD,대전광역시 중구,,
24,bsnt4016,2023-06-20T07:00:00,DIGITAL_WALLET,경기도 고양시 일산서구,,
25,fcft2231,2023-06-20T08:00:00,DIGITAL_WALLET,대구광역시 서구,,
26,gktz4339,2023-06-20T09:00:00,DIGITAL_WALLET,경기도 용인시 처인구,,
27,lhbm2947,2023-06-20T10:00:00,DIGITAL_WALLET,강원도 원주시,,
28,kwrk0520,2023-06-20T12:00:00,DIGITAL_WALLET,서울특별시 광진구,,
28,kwrk0520,2023-06-20T12:00:00,DIGITAL_WALLET,서울특별시 광진구,,
29,nuvb3633,2023-06-20T15:00:00,DEPOSIT_WITHOUT_PASSBOOK,경기도 성남시 중원구,,
30,ahss5117,2023-06-20T16:00:00,DIGITAL_WALLET,전라북도 남원시,,
31,ggxh6664,2023-06-20T17:00:00,CREDIT_OR_DEBIT_CARD,경기도 안산시 단원구,,
32,uodl7479,2023-06-20T18:00:00,DIGITAL_WALLET,부산광역시 사상구,,
33,eljx2913,2023-06-23T07:00:00,CREDIT_OR_DEBIT_CARD,경기도 포천시,,
34,pklf0845,2023-06-23T08:00:00,DIGITAL_WALLET,경기도 군포시,,
35,wnda5117,2023-06-23T15:00:00,CREDIT_OR_DEBIT_CARD,서울특별시 동대문구,,
36,wcja5425,2023-06-23T17:00:00,DIGITAL_WALLET,대전광역시 유성구,,
36,wcja5425,2023-06-23T17:00:00,DIGITAL_WALLET,대전광역시 유성구,,
37,fumw1914,2023-06-30T09:00:00,DIGITAL_WALLET,대구광역시 동구,,
38,sdai6297,2023-06-30T14:00:00,DIGITAL_WALLET,경상북도 예천군,,
39,qiiu2203,2023-06-26T15:00:00,CREDIT_OR_DEBIT_CARD,서울특별시 성북구,,
40,dqly6258,2023-06-26T17:00:00,DEPOSIT_WITHOUT_PASSBOOK,경기도 용인시 수지구,,
