식별자,유저 아이디,배송일,결제 수단,배송지,수취인,수취인 연락처
1,pklf0845,2023-01-10T07:00:00,DIGITAL_WALLET,경기도 군포시,,
2,japr8131,2023-01-10T08:00:00,CREDIT_OR_DEBIT_CARD,부산광역시 서구,,
3,kpzv4279,2023-01-10T09:00:00,CREDIT_OR_DEBIT_CARD,부산광역시 서구,,
4,boje3926,2023-01-10T12:00:00,DIGITAL_WALLET,서울특별시 성동구,,
5,yuls8015,2023-01-16T08:00:00,DIGITAL_WALLET,서울특별시 관악구,,
5,yuls8015,2023-01-16T08:00:00,DIGITAL_WALLET,서울특별시 관악구,,
6,uwlk7199,2023-01-16T09:00:00,CREDIT_OR_DEBIT_CARD,서울특별시 금천구,,
7,lzzq9322,2023-01-23T15:00:00,DIGITAL_WALLET,광주광역시 서구,,
8,hyov8570,2023-01-23T16:00:00,DIGITAL_WALLET,경기도 용인시 수지구,,
9,orga5220,2023-01-23T17:00:00,CREDIT_OR_DEBIT_CARD,대구광역시 중구,,
10,zruh2008,2023-01-23T13:00:00,DIGITAL_WALLET,경기도 고양시 덕양구,,
11,wbcp4294,2023-01-23T15:00:00,DIGITAL_WALLET,서울특별시 강북구,,
12,uaaa0676,2023-01-31T08:00:00,CREDIT_OR_DEBIT_CARD,부산광역시 동구,,
12,uaaa0676,2023-01-31T08:00:00,CREDIT_OR_DEBIT_CARD,부산광역시 동구,,
13,wkjs6606,2023-01-31T09:00:00,DIGITAL_WALLET,전라남도 강진군,,
14,gcyd0928,2023-01-31T10:00:00,DEPOSIT_WITHOUT_PASSBOOK,경기도 고양시 덕양구,,
15,lhbm2947,2023-01-31T11:00:00,DIGITAL_WALLET,강원도 원주시,,
16,cmij9953,2023-01-31T13:00:00,CREDIT_OR_DEBIT_CARD,경기도 용인시 수지구,,
16,cmij9953,2023-01-31T13:00:00,CREDIT_OR_DEBIT_CARD,경기도 용인시 수지구,,
